
 Lista de Imóveis da Caixa;;Data de geração:;03/06/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8787701489174 ;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA CABUCU QUEIMADOS, N. 757, Apto 402, BL  02 ;58.434,31;127.000,00;53.99;Não;Apartamento, 0.00 de área total, 54.35 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701489174
 8444427544743 ;RJ ;QUEIMADOS ;BELMONTE ;AVENIDA IRMAOS GUINLE, N. 2345, CS 21 ;58.010,02;124.000,00;53.22;Não;Casa, 0.00 de área total, 36.30 de área privativa, 80.96 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427544743
 8555539460446 ;RJ ;QUEIMADOS ;CAMPO ALEGRE ;ESTRADA CABUCU  QUEIMADOS, N. 955, Apto 104, BLOCO 02 ;57.850,68;123.659,40;53.22;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539460446
 8787701649236 ;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA CABUCU QUEIMADOS, N. 757, Apto 501, BL 05 ;61.025,03;129.930,52;53.04;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701649236
 8444425808140 ;RJ ;QUEIMADOS ;DO CARMO ;RUA CONDE ALJEZUR, N. 1460, QD A LT 186 CS 10 ;46.820,96;99.000,00;52.71;Não;Casa, 0.00 de área total, 34.15 de área privativa, 85.86 de área do terreno,  1 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425808140
 8787701724572 ;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA ANTONIO SOARES, N. 757, Apto 407, BL 05 ;68.390,75;144.000,00;52.51;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701724572
 8787701639850 ;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA CABUÇU-QUEIMADOS, N. 757, Apto 506, BL06 ;82.010,09;170.500,00;51.91;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701639850
 8555537889836 ;RJ ;QUEIMADOS ;CAMPO ALEGRE ;ESTRADA CABUCUQUEIMADOS, N. 995, Apto 507, BL 04 ;67.123,87;138.000,00;51.36;Não;Apartamento, 0.00 de área total, 46.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537889836
 8555537905262 ;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA CABUCU  QUEIMADOS, N. 995, Apto 503, BL 03 ;67.123,87;138.000,00;51.36;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537905262
 8444420843591 ;RJ ;QUEIMADOS ;VILA CENTRAL ;AVENIDA IRMAOS GUINLE, N. 6225, CASA 1 ;102.856,04;207.419,07;50.42;Não;Casa, 0.00 de área total, 64.26 de área privativa, 108.80 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420843591
 8444425745210 ;RJ ;QUEIMADOS ;JARDIM QUEIMADOS ;RUA POLIBIO, N. 281, CS 18, LT B-5 ;68.779,89;138.306,00;50.27;Não;Casa, 0.00 de área total, 36.96 de área privativa, 40.00 de área do terreno,  1 qto(s), WC, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425745210
 8444428566422 ;RJ ;QUEIMADOS ;BELMONTE ;AVENIDA IRMAOS GUINLE, N. 2345, CASA 48, LT B-4A ;83.249,20;165.273,60;49.63;Não;Casa, 0.00 de área total, 36.30 de área privativa, 102.43 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428566422
 8444413855857 ;RJ ;QUEIMADOS ;DO CARMO ;RUA DIVINO ALCIDES DOS SANTOS, N. 75B, Apto 101, QD 37  LT 09 ;78.341,86;155.000,00;49.46;Não;Apartamento, 0.00 de área total, 53.52 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413855857
 8787701829927 ;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA CABUÇU-QUEIMADOS, N. 757, Apto 406, BL 02 ;77.526,28;150.000,00;48.32;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701829927
 8787703212374 ;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA ANTONIO SOARES, N. 757, Apto 502, BL 4 ;53.914,05;102.000,00;47.15;Não;Apartamento, 46.47 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703212374
 8787703259125 ;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA ANTONIO SOARES, N. 757, Apto 107, BL 03 ;59.404,61;112.387,60;47.15;Não;Apartamento, 46.47 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703259125
 8787702309188 ;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA ANTONIO SOARES, N. 757, Apto 408, BLOCO 03 ;66.280,07;125.000,00;46.98;Não;Apartamento, 63.25 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702309188
 8444426405375 ;RJ ;QUEIMADOS ;JARDIM QUEIMADOS ;AVENIDA IRMAOS GUINLE, N. 2343, CS 09 ;68.050,10;127.000,00;46.42;Não;Casa, 60.08 de área total, 36.30 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426405375
 8444429336595 ;RJ ;QUEIMADOS ;BELMONTE ;AVENIDA IRMAOS GUINLE, N. 2345, CASA52, ;72.872,55;136.000,00;46.42;Não;Casa, 36.30 de área total, 36.30 de área privativa, 104.38 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429336595
 8444427959617 ;RJ ;QUEIMADOS ;DO CARMO ;RUA CONDE ALJEZUR, N. 1460, CS 17 ;70.575,48;131.000,00;46.13;Não;Casa, 34.15 de área total, 34.15 de área privativa, 85.86 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427959617
 8787701942570 ;RJ ;QUEIMADOS ;CIVILIZACAO ;ESTRADA CABUÇU-QUEIMADOS, N. 757, Apto 405, BL04 ;64.259,43;118.000,00;45.55;Não;Apartamento, 73.60 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701942570
 8555538366519 ;RJ ;QUEIMADOS ;CAMPO ALEGRE ; ESTRADA CABUCU QUEIMADOS, N. 995, AP 505, BL 03 ;81.716,89;150.000,00;45.53;Não;Prédio, 46.47 de área total, 46.47 de área privativa, 13219.19 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538366519
 8444425401880 ;RJ ;QUEIMADOS ;JARDIM QUEIMADOS ;RUA POLYBIO, N. 281, LT B5 UN 31 ;61.913,05;113.286,37;45.35;Não;Casa, 0.00 de área total, 36.96 de área privativa, 61.60 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425401880
 8444434604403 ;RJ ;QUEIMADOS ;QUEIMADOS ;ESTRADA DO RIACHAO, N. 102, CS 07, LT 27 R ;117.407,32;210.000,00;44.10;Não;Casa, 57.52 de área total, 57.52 de área privativa, 744.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434604403
 8787701610747 ;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA CABUCU-QUEIMADOS, N. 757, Apto 501, BLOCO 01 ;91.402,86;162.359,80;43.71;Não;Apartamento, 46.47 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701610747
 8444416498427 ;RJ ;QUEIMADOS ;DO CARMO ;AVENIDA DOM PEDRO, N. 80, Apto 303, ;83.667,09;147.000,00;43.09;Não;Apartamento, 0.00 de área total, 59.83 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416498427
 8444425703801 ;RJ ;QUEIMADOS ;BELMONTE ;RUA HORACIO, N. 162,  LT 20  QD 06 ;59.428,31;104.000,00;42.86;Não;Casa, 35.44 de área total, 35.44 de área privativa, 60.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425703801
 8787701884960 ;RJ ;QUEIMADOS ;VILA SAO JOAO ; ESTRADA CABUÇU-QUEIMADOS, N. 757, Apto 403, BLOCO 03 ;60.920,31;106.611,00;42.86;Não;Apartamento, 46.47 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701884960
 8555539704205 ;RJ ;QUEIMADOS ;CIVILIZACAO ;ESTRADA CUBUCU-QUEIMADOS, N. 995, Apto 506, BL 02 ;58.285,46;102.000,00;42.86;Não;Apartamento, 46.47 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s).;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539704205
 8555538437556 ;RJ ;QUEIMADOS ;QUEIMADOS ; E CABUCU-QUEIMADOS, N. 995, Apto 401, BLOCO 04 ;65.348,57;114.000,00;42.68;Não;Apartamento, 74.08 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538437556
 8555537941960 ;RJ ;QUEIMADOS ;CAMPO ALEGRE ;ESTRADA CABAÇU QUEIMADOS, N. 995, Apto 505, BLOCO 6 ;65.348,57;114.000,00;42.68;Não;Apartamento, 63.35 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537941960
 8787701581615 ;RJ ;QUEIMADOS ;QUEIMADOS ; ESTRADA CABUÇU-QUEIMADOS, N. 757, Apto 402, BL 3 ;75.305,50;130.000,00;42.08;Não;Apartamento, 73.60 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701581615
 8444430436913 ;RJ ;QUEIMADOS ;DO CARMO ;RUA ARACA, N. 24, CS 04 ;149.768,69;257.472,00;41.84;Não;Casa, 0.00 de área total, 65.86 de área privativa, 65.70 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430436913
 8787701670871 ;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA CABUÇU-QUEIMADOS, N. 757, Apto 501, BL 06 ;81.964,82;140.000,00;41.46;Não;Apartamento, 53.13 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701670871
 8787703293943 ;RJ ;QUEIMADOS ;VILA SAO JOAO ; ESTRADA CABUÇU-QUEIMADOS, N. 757, Apto 406, BL 05 ;82.257,55;140.500,00;41.46;Não;Apartamento, 73.60 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703293943
 8444407479385 ;RJ ;QUEIMADOS ;VILA CAMARIM ;RUA MAGUARI, N. 31, Apto 102, LT 13, QD 43 ;83.135,75;142.000,00;41.46;Sim;Apartamento, 35.42 de área total, 35.42 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407479385
 8444419236865 ;RJ ;QUEIMADOS ;VILA SAO JOAO ;RUA PROJETADA A, N. 20, CS 7, LT 2 ;100.464,41;169.533,12;40.75;Sim;Casa, 70.03 de área total, 70.03 de área privativa, 410.63 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419236865
 8555537830360 ;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA CABUCU-QUEIMADOS, N. 995, Apto 208, BL 03 ;95.811,99;161.682,18;40.75;Não;Apartamento, 74.08 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537830360
 8555537851189 ;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA CABUÇU QUIEMADOS, N. 995, Apto 503, BL 02 ;95.864,34;161.770,53;40.75;Sim;Apartamento, 63.35 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537851189
 8444423723180 ;RJ ;QUEIMADOS ;VALDARIOSA ;RUA ANGELINA FIGUEIRA, N. 391, CASA 06, LT 04, QD M ;106.667,03;180.000,00;40.75;Não;Casa, 56.12 de área total, 56.12 de área privativa, 51.43 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423723180
 8787704062880 ;RJ ;QUEIMADOS ;VILA CAMARIM ;RUA CARLO GANCIA, N. 111, CS 04 LT 14 QD 61 ;128.781,59;213.068,69;39.56;Não;Casa, 74.94 de área total, 74.94 de área privativa, 70.47 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704062880
 8444429422394 ;RJ ;QUEIMADOS ;VILA CENTRAL ;AVENIDA BERNA, N. 4155, CS 07 PARTE LT 11R QD 01 ;122.695,94;203.000,00;39.56;Não;Casa, 72.22 de área total, 52.22 de área privativa, 148.28 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429422394
 8787703715783 ;RJ ;QUEIMADOS ;VILA SAO JOAO ;ESTRADA CABUCU QUEIMADOS, N. 757, Apto 204, BL 02 ;112.000,00;112.000,00;0.00;Não;Apartamento, 0.00 de área total, 46.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703715783
 8787715307324 ;RJ ;QUEIMADOS ;VILA CAMARIM ;RUA RUBENS COUTINHO ROMANO, N. 2250, CS 7A QD 61 LT 34R ;374.790,32;374.790,32;0.00;Não;Casa, 61.05 de área total, 61.05 de área privativa, 69.50 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715307324
 10290964 ;RJ ;QUEIMADOS ;QUEIMADOS ;ESTRADA PASTOR ANTONIO MARTINS, N. 1050, ANT ESTR. OLARIA 957 ;364.000,00;345.500,00;0.00;Sim;Casa, 0.00 de área total, 174.79 de área privativa, 525.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10290964
 8444429166096 ;RJ ;QUEIMADOS ;VILA CENTRAL ;RUA ESTOCOLMO, N. 121, CS 01 QD 01 LT 29 ;147.597,95;140.000,00;0.00;Não;Casa, 36.89 de área total, 36.89 de área privativa, 80.27 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429166096
 8444415654999 ;RJ ;QUEIMADOS ;VILA CENTRAL ; AV BERNA, N. 6125, CS 02 LT 13R QD 01 ;131.459,90;124.000,00;0.00;Não;Casa, 53.02 de área total, 53.02 de área privativa, 140.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415654999
 1444406731260 ;RJ ;RESENDE ;MONET ;RUA DI CAVALCANTI, N. 418, LT 12 QD D ;58.133,11;149.086,04;61.01;Sim;Terreno, 0.00 de área total, 0.00 de área privativa, 305.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406731260
 8444404119760 ;RJ ;RESENDE ;CIDADE ALEGRIA ;RUA DAS PALMEIRAS, N. SN, Apto 307, BL 34, LT 05, QD 52 ;70.674,80;145.000,00;51.26;Não;Apartamento, 0.00 de área total, 45.68 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404119760
 8444408106221 ;RJ ;RESENDE ;CIDADE ALEGRIA ;RUA DOS EUCALIPTOS, N. SN, Apto 401, BL 34 ;87.568,05;155.996,87;43.87;Não;Apartamento, 0.00 de área total, 44.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408106221
 8444416977058 ;RJ ;RESENDE ;JARDIM PRIMAVERA I ;RUA  DAS ARAPONGAS, N. 251, QD 01, LT 02 ;94.542,30;160.000,00;40.92;Não;Casa, 0.00 de área total, 43.54 de área privativa, 145.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416977058
 8787707597149 ;RJ ;RESENDE ;MIRANTE DE SERRA ;AVENIDA FRANCISCO FORTES FILHO, N. 1535, Apto 404, BL 14 ;97.778,11;165.000,00;40.75;Não;Apartamento, 92.57 de área total, 43.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707597149
 8787702960288 ;RJ ;RESENDE ;BOM DESTINO ; AVENIDA FRANCISCO FORTES FILHO, N. 1509, Apto 301B, BL 05 ;117.860,63;195.000,00;39.56;Não;Apartamento, 73.13 de área total, 43.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702960288
 8787701257907 ;RJ ;RESENDE ;JARDIM ALIANCA ;AVENIDA FRANCISCO FORTES FILHO, N. 1509, Apto 404A, BL 05 ;120.882,70;200.000,00;39.56;Não;Apartamento, 92.57 de área total, 43.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701257907
 1444417128943 ;RJ ;RESENDE ;MORADA DA COLINA ;RUA WANDIR DE CARVALHO, N. 365, QD A1 LT 30 ;691.746,34;1.085.408,47;36.27;Sim;Casa, 208.40 de área total, 208.40 de área privativa, 303.83 de área do terreno,  1 qto(s), 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417128943
 8787709475350 ;RJ ;RESENDE ;BOM DESTINO ;AVENIDA FRANCISCO FORTES FILHO, N. 1535, Apto 204B, BL 02 ;190.000,00;190.000,00;0.00;Não;Apartamento, 43.20 de área total, 43.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709475350
 8787704807916 ;RJ ;RESENDE ;MIRANTE DE SERRA ;AVENIDA FRANCISCO FORTES FILHO, N. SN, Apto 201B, BL 10 ;192.000,00;192.000,00;0.00;Não;Apartamento, 73.14 de área total, 43.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704807916
 8787704271420 ;RJ ;RESENDE ;MIRANTE DE SERRA ;AVENIDA FRANCISCO FORTES FILHO, N. 1509, Apto 204, BLOCO 17 ;195.000,00;172.000,00;0.00;Não;Apartamento, 73.13 de área total, 43.20 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704271420
 8444425019978 ;RJ ;RIO BONITO ;CENTRO ;RUA F, N. 45, CS 04 1 PAVIMENTO ;80.065,94;165.000,00;51.48;Não;Casa, 0.00 de área total, 59.64 de área privativa, 110.78 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425019978
 8444411324218 ;RJ ;RIO BONITO ;RIO VERMELHO ; RUA 2, N. 37, CASA 08 ;115.395,27;235.000,00;50.90;Não;Casa, 0.00 de área total, 70.00 de área privativa, 140.11 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411324218
 1555531358601 ;RJ ;RIO BONITO ;CENTRO ; RUA OSWALDO CRUZ, N. 94, CS 01, 01 PAV ;467.108,46;850.000,00;45.05;Sim;Casa, 0.00 de área total, 192.05 de área privativa, 396.50 de área do terreno,  4 qto(s), varanda, a.serv, WC, WC Emp, 1 sala(s), DCE, cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555531358601
 1444406994733 ;RJ ;RIO BONITO ;RIO VERMELHO ;ESTRADA MU PORFIRIO DE MENDONCA, N. SN, QD I LT 02 ;73.206,73;130.000,00;43.69;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 361.21 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406994733
 1444409681710 ;RJ ;RIO BONITO ;RIO DO OURO ; ESTRADA DE LAVRAS, N. 1297, LT 30 ;130.695,07;222.406,47;41.24;Sim;Casa, 178.00 de área total, 178.00 de área privativa, 931.61 de área do terreno,  4 qto(s), varanda, WC, 2 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444409681710
 8555512156231 ;RJ ;RIO BONITO ;MANGUEIRINHA ; RODOVIA BR 101 KM 30, N. 130, QD 01 LT 29 ;92.444,76;156.000,00;40.75;Não;Casa, 0.00 de área total, 63.50 de área privativa, 199.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555512156231
